Ementa,Assunto
"ALTERA O ANEXO I DA LEI Nº 10.482, DE 18 DE DEZEMBRO DE 2019, E INSTITUI O DIA MUNICIPAL DA IMIGRAÇÃO ÁRABE NO MUNICÍPIO DE FLORIANÓPOLIS.",Dia Municipal
"Requer à Celesc a manutenção da rede elétrica na Ocupação Marielle Franco, no alto da Caieira.",Manutenção de rede elétrica
Indica à SMS o envio de relatório da inspeção da Vigilância Sanitária realizada no Mercado Público Municipal.,Controle sanitário e vigilância em saúde
"Sugere providências ao órgão competente para a realização de obras de pavimentação e drenagem em toda a extensão na qual não é contemplada com os serviços acima citados, da Servidão Coral, localizada no Bairro Campeche",Manutenção da infraestrutura viária
"Indica ao Executivo Municipal a necessidade de manutenção e reparo dos buracos na Servidão Wenceslau Martinho Vieira, no bairro Córrego Grande.",Manutenção da infraestrutura viária
"Solicita a mudança de ponto de ônibus na Rodovia Virgílio Várzea, nº 2448, bairro Saco Grande, para local mais iluminado e seguro.",Segurança e monitoramento de espaços públicos
"Solicita a recuperação do pavimento asfáltico da Rua Marechal Artur da Costa e Silva, nas proximidades do número 249, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicita a recuperação do pavimento asfáltico na Servidão José Luiz, nas proximidades dos números 101 e 170, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicita a manutenção das lajotas na Rua Desembargador Flávio Tavares da Cunha Mello, n.º 145, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicitar a implantação de uma lombada ou lombofaixa na Avenida Governador Ivo Silveira, nas proximidades do número 578, no bairro Capoeiras.",Organização do trânsito
"Solicitar a recuperação do pavimento asfáltico na Rua Emílio Meyer, nas proximidades do número 57, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicitar a  recuperação do pavimento na Rua Desembargador Flávio Tavares da Cunha Mello, nas proximidades do número 61, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Moção de aplausos para  Diretores e  empregados da empresa Art's Colchões ltda, localizada no bairro  Ingleses - Florianópolis  por 20 anos de atividades.",Moção de aplausos
"MOÇÃO DE APLAUSO AO PADRE MÁRIO JOSÉ RAIMONDI, DA IGREJA NOSSA SENHORA DE FÁTIMA, EM RECONHECIMENTO PELOS RELEVANTES SERVIÇOS PRESTADOS À COMUNIDADE DE FLORIANÓPOLIS.",Moção de aplausos
MOÇÃO DE APLAUSOS AO SENHOR MAX CLÉBER ORTH,Moção de aplausos
"Moção de Repúdio à decisão do presidente dos Estados Unidos, Donald Trump, de impor uma tarifa de 50% sobre todos os produtos brasileiros",Moção de repúdio
"MOÇÃO DE APLAUSO AO SR. CARLOS EDUARDO DE OLIVEIRA, INTENDENTE DO BAIRRO MONTE CRISTO, EM RECONHECIMENTO À SUA DESTACADA ATUAÇÃO EM PROL DA COMUNIDADE DESDE O INÍCIO DE FEVEREIRO DO CORRENTE ANO.",Moção de aplausos
"MOÇÃO DE APLAUSO À SRA. JANAINA BEZERRA SALUM, INTENDENTE DISTRITAL DE COQUEIROS, EM RECONHECIMENTO À SUA DESTACADA ATUAÇÃO À FRENTE DAS DEMANDAS ADMINISTRATIVAS E SOCIAIS DAS COMUNIDADES SOB SUA GESTÃO NO MUNICÍPIO DE FLORIANÓPOLIS.",Moção de aplausos
"MOÇÃO DE APLAUSOS À CASAN – COMPANHIA CATARINENSE DE ÁGUAS E SANEAMENTO, NA PESSOA DE SEU PRESIDENTE EDSON MORITZ MARTINS DA SILVA, PELO EFICIENTE ABASTECIMENTO DE ÁGUA NO NORTE DA ILHA DE FLORIANÓPOLIS DURANTE A TEMPORADA DE VERÃO 2024/2025",Moção de aplausos
"Requer a realização de Audiência Pública no âmbito da Comissão de Viação, Obras Públicas e Urbanismo desta Casa Legislativa, com o objetivo de discutir a mobilidade cicloviária no Bairro São João do Rio Vermelho",Infraestrutura cicloviária
"Requer a realização de Audiência Pública no âmbito da Comissão de Educação, Cultura e Desporto desta Casa Legislativa para discutir a condição das escolas municipais diante da implementação da Portaria nº 222/2025",Gestão da Política Educacional
Requerimento de Informações - Expansão da Estrutura Física do Centro de Saúde de Jurerê.,Equipamentos públicos de saúde
"REQUER A REALIZAÇÃO DE REUNIÃO AMPLIADA NO ÂMBITO DA COMISSÃO DE SAÚDE PARA DISCUTIR SOBRE A ATUAÇÃO DOS AGENTES COMUNITÁRIOS DE SAÚDE (ACS), NO ÂMBITO DO SISTEMA ÚNICO DE SAÚDE (SUS) EM FLORIANÓPOLIS.",Trabalhadores da saúde
"SOLICITA À CELESC A PODA DE ARVORES NA SERVIDÃO OLÍMPIO NELSON SILVEIRA, LOCALIZADA NO BAIRRO ARMAÇÃO DO PÂNTANO DO SUL, NESTA CAPITAL.",Limpeza Urbana
"O Vereador que este subscreve, na forma regimental, requer o envio de expediente para CELESC, sugerindo providências ao órgão para que organize melhor o atendimento/tempo de espera ao Público na Unidade/Centro, localizada na Rua Anita Garibaldi, 123.",Atendimento ao cidadão e serviços públicos essenciais
"REQUER A REALIZAÇÃO DE AUDIENCIA PUBLICA NO AMBITO DAS COMISSÕES DE VIAÇÃO, OBRAS PUBLICAS E URBANISMO E DA COMISSÃO DE DEFESA DOS DIREITOS DA PESSOA COM DEFICIÊNCIA, PARA DEBATER NOVO MODELO DE ONIBUS DA CAPITAL E SEUS IMPACTOS NA ACESSIBILIDADE",Acessibilidade
Requer informações ao Executivo Municipal acerca de relatos de falta de médicos psiquiatras no CAPS MultiHospital,Rede de Atenção Psicossocial (RAPS)
Indica à CELESC a necessidade de providências em poste que está eletrocutando pássaros no bairro Santinho,Manutenção de rede elétrica
Requerimento de informações sobre os Processos Administrativos Disciplinares PADs,Acesso a documentos
"Requer envio de expediente à Secretaria de Estado da Infraestrutura e Mobilidade (SIE/SC), para realização de manutenção na iluminação pública na Rodovia de acesso ao aeroporto.",Iluminação pública
"Requer envio de expediente à Secretaria de Estado da Infraestrutura e Mobilidade (SIE/SC), solicitando a realização de manutenção na Rodovia Jornalista Mauricio Sirotski Sobrinho, Jurerê Internacional.",Manutenção da infraestrutura viária
"À CASAN, para que sejam averiguados problemas de esgoto a céu aberto e vazamentos identificados no Bairro Santinho",Rede de esgotamento sanitário
Requer informações sobre cumprimento dos 12 pontos do Programa Escola Segura.,Gestão da Política Educacional
Solicitação de medidas de segurança para o NEIM Profª Sueli Gadotti Rodrigues - Ingleses.,Segurança nas escolas e entorno escolar
"Conversão em via de mão única da rua Arno Lippel, na Trindade",Organização do trânsito
"Solicitação de providências referente a um buraco aberto na Rua Aracy Vaz Callado, no bairro Canto.",Manutenção da infraestrutura viária
Indica ao Executivo Municipal a necessidade de realização de mutirão de castração de pets no bairro Santinho,Bem-estar e proteção animal
"Indica ao Executivo Municipal a necessidade de instalação de redutores de velocidade e sinalização viária na Estrada Vereador Onildo Lemos, no bairro Santinho.",Organização do trânsito
"Solicitar a substituição das redes das traves de futsal do espaço esportivo localizado no CONSEC Monte Cristo, situado na Rua Oswaldo de Oliveira, nº 25 no bairro Capoeiras.",Criação e manutenção de área de lazer e atividade física
"Solicitar a reconstrução do bueiro e o reparo de buraco na Rua Antenor Morais, nas proximidades do número 193, no bairro Bom Abrigo.",Manutenção da infraestrutura viária
"Solicitação de manutenção e reparo no pavimento asfáltico em trecho que apresenta afundamento, desnível e presença de cascalho solto na Rua Jaú Guedes, 97 no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicitar a manutenção no pavimento asfáltico na Rua Wilson Luz, nas proximidades do número 255, com o entroncamento da Rua Jaú Guedes, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicita reparos de dois buracos localizados na Rua Irmã Bonavita, no bairro Capoeiras",Manutenção da infraestrutura viária
"Solicitar demandas na Rua Bento Góia, nas proximidades do número 56, no bairro Coqueiros.",Manutenção da infraestrutura viária
"Solicita um contentor de lixo na Rua Professor Aníbal Nunes Pires, no Morro do Mocotó",Limpeza Urbana
"Solicita um contentor de lixo de grande porte para a Rua José Maria da Luz, no bairro José Mendes",Limpeza Urbana
"Indica a necessidade de determinar que seja efetuada, pela Secretaria do Meio Ambiente, uma fiscalização rigorosa das ligações de esgoto no bairro Santo Antônio de Lisboa, em especial nos bares e restaurantes localizados na orla da praia.",Rede de esgotamento sanitário
"Indica a necessidade de determinar, em caráter de urgência, a tomada de providências para a manutenção ou substituição dos pontos de parada de ônibus urbano no bairro Santo Antônio de Lisboa.",Manutenção de pontos de ônibus
"Criação de praça pública no espaço público localizado entre a Rodovia Jornalista Maurício Sirotsky Sobrinho e a Rua Dário João de Souza, no bairro Jurerê Internacional, nesta Capital",Criação e manutenção de área de lazer e atividade física
Indicação de poda da vegetação localizada no canteiro central da Avenida Mauro Ramos.,Limpeza Urbana
Indicação de Reparo nas Grades de Drenagem - Beira-Mar Norte.,Rede de drenagem
providências urgentes para garantir a valorização dos profissionais da saúde bucal,Trabalhadores da saúde
INDICA REPOSIÇÃO URGENTE DE VAGA DE AUXILIAR DE SAÚDE BUCAL NO CENTRO DE SAÚDE SANTO ANTÔNIO DE LISBOA,Trabalhadores da saúde
Indica a reposição da vaga de Auxiliar de Saúde Bucal (ASB) no Centro de Saúde Santo Antônio de Lisboa,Trabalhadores da saúde
"Solicitando a instalação de lixeiras de 250 litros na Rua Joaquim Nabuco, nas proximidades do número 3169, no bairro Jardim Atlântico.",Limpeza Urbana
"Solicitar a pavimentação da calçada na Rua Elesbão Pinto da Luz, nas proximidades do número 1455, no bairro Jardim Atlântico.",Manutenção da infraestrutura viária
"Solicitar o reparo nas lajotas da Rua Clotilde Gonzaga Dias, nas proximidades do número 66, no bairro Jardim Atlântico.",Manutenção da infraestrutura viária
"Solicitação de Lombofaixa Avenida Patrício Caldeira de Andrade, no bairro Abraão",Organização do trânsito
"Solicita reparo na pavimentação ao longo de toda a Servidão José Amaro Ouriques, no bairro Abraão, em Florianópolis.",Manutenção da infraestrutura viária
"Indicação de Reparo nas Grades de Drenagem da Av Jacarandá, bairro Daniela",Rede de drenagem
"Indicação de instalação de sinalização de trânsito na Rua Sidney Nocetti, nº 111 – Bairro Agronômica.",Organização do trânsito
"Solicitar calçamento da Servidão J, situada no bairro Capoeiras",Manutenção da infraestrutura viária
"Solicitação de remoção de entulho Rua Joaquim Nabuco, nº 314 – Jardim Atlântico",Limpeza Urbana
"Solicitação de calçamento na Rua Fabriciano Inácio Monteiro, 2260 - Ingleses Norte.",Manutenção da infraestrutura viária
"Solicitação de implementação de Sistema de Drenagem Pluvial na Rua Fabriciano Inácio Monteiro, nº 2260 - Ingleses Norte.",Rede de drenagem
"Solicitação de implantação de uma faixa elevada de pedestre na Rua Artista Bittencourt, próximo ao nº 211, bairro Centro.",Organização do trânsito
"Reparos nas lajotas da Rua São Pedro, nº 69, no bairro Monte Cristo, ao lado da lanchonete Tomazzini.",Manutenção da infraestrutura viária
Solicita Reparos no Asfalto – Rua Alcina Jannis - Cachoeira do Bom Jesus.,Manutenção da infraestrutura viária
"Solicitar instalação de dois contentores de 1.000 litros na Rua Bento Goiá, n.º 12, no bairro Coqueiros.",Limpeza Urbana
"Que Prefeitura Municipal de Florianópolis adote as providências necessárias para a destinação, com fins de utilidade pública, do terreno localizado na Rua do Gramal",Zoneamento
"Reparos e construção de calçadas na rua do Gramal, bairro campeche",Manutenção da infraestrutura viária
Providencias sobre a quantidade considerável de buracos que se abriram na praça localizada na Avenida Jardim Campeche,Criação e manutenção de área de lazer e atividade física
"Solicitação de reparo de buraco aberto na Rua Profª Antonieta de Barros, no bairro Estreito.",Manutenção da infraestrutura viária
"Realização de cobertura asfáltica na Rua Ana Antônia Martins, localizada no bairro Alto Ribeirão",Manutenção da infraestrutura viária
"Solicita realização de estudos visando a conversão em mão única na Rua Arno Lippel, na Trindade.",Organização do trânsito
Construção de uma faixa elevada para travessia de pedestres,Organização do trânsito
Solicitação de implementação da Lei dos Três Dias (Lei federal N. 13.767/18) no município de Florianópolis.,Prevenção e combate de doenças
"Solicitação de providências urgentes para a melhoria das condições dos ônibus e da infraestrutura dos terminais utilizados pela população do Sul da Ilha, especialmente nas linhas que atendem o bairro Ribeirão da Ilha.",Transporte público
INDICA A REALIZAÇÃO DE CONSULTA PÚBLICA SOBRE A REVITALIZAÇÃO DA PRAÇA PIO XII,Criação e manutenção de área de lazer e atividade física
"Indicação solicitando a inclusão da duplicação da Rodovia SC-405, trecho compreendido entre o Elevado do Rio Tavares e o Trevo do Erasmo, no planejamento de obras e a adoção de providências para sua execução.",Expansão da infraestrutura de mobilidade
"Solicita extensão de rede de iluminação pública em travessa/servidão perpendicular à Rua General Rosinha, no Centro.",Iluminação pública
"Solicitar a pavimentação da Servidão Orquídeas, n.º 72, localizada no bairro Monte Cristo.",Manutenção da infraestrutura viária
"Reparo no pavimento da Rua Joaquim Nabuco, nas proximidades do número 3030, no bairro Capoeiras,",Manutenção da infraestrutura viária
"Manutenção no asfalto da Rua Waldomiro Monguilhot, nº 283, Morro da Mariquinha.",Manutenção da infraestrutura viária
"Solicitação de Poda, Roçagem e Limpeza – Parque Ecológico Comunitário Ilha das Conchas - Abraão.",Limpeza Urbana
Substituição do aparelho de ar-condicionado localizado no pátio externo da Escola Batista Pereira,Aquisição de equipamentos e mobiliário escolar
Solicitação de melhorias no fluxo de ônibus para a região do Extremo Sul de Florianópolis.,Transporte público
INDICA A MANUTENÇÃO URGENTE DA PISTA DE SKATE DA COSTEIRA DO PIRAJUBAÉ,Criação e manutenção de área de lazer e atividade física
"Recuperação de pavimento na Rua Irmã Bonavita, na altura do número 1580, no bairro Capoeiras, Florianópolis/SC.",Manutenção da infraestrutura viária
"Solicitar o relajotamento da Rua Dalci Teodósio Silveira, localizada no bairro Capoeiras.",Manutenção da infraestrutura viária
